matriz,512,1024,2048,4096,8192
time 12 units,0.31951379776000977,1.060638666152954,4.693162679672241,26.028011560440063,172.3280827999115
comms 12 units,0.2543916702270508,0.250199556350708,0.27500247955322266,0.5259990692138672,0.996992826461792
time 10 units,0.3686988353729248,1.1662297248840332,4.864891767501831,26.631617069244385,176.25531649589539
comms 10 units,0.18800783157348633,0.18889093399047852,0.3798103332519531,0.6929876804351807,0.9569814205169678
time 8 units,0.388995885848999,1.197803258895874,5.083569526672363,25.52631115913391,162.11094689369202
comms 8 units,0.13800644874572754,0.14399981498718262,0.1351935863494873,0.5659949779510498,0.6356546878814697
time 4 units,0.4599003791809082,1.5742900371551514,7.068606853485107,35.37125849723816,209.27386164665222
comms 4 units,0.0729830265045166,0.06952953338623047,0.08100509643554688,0.15000343322753906,0.6117162704467773
time 2 units,0.9171912670135498,3.474656105041504,16.80620574951172,77.33578538894653,438.15222930908203
comms 2 units,0.05300307273864746,0.04699850082397461,0.09092116355895996,0.24686908721923828,1.1057252883911133
