matriz,512,1024,2048,4096,8192
time 12 cores,0.6571016311645508,1.3159942626953125,5.063509941101074,27.069090843200684,172.2074692249298matriz,512,1024,2048,4096,8192
time 10 cores,0.5637197494506836,1.3081116676330566,5.047241926193237,25.437939405441284,168.01713800430298
matriz,512,1024,2048,4096,8192
time 8 cores,0.513399600982666,1.304628849029541,5.194616317749023,25.66685938835144,161.7962441444397
