type,units,units,512,1024,2048,4096,8192
cf,12,2.0208960949338612,0.5785434447265284
cf,10,2.602123928987699,0.5429518039753733
cf,8,2.2173003158293145,0.3921108969268528
cf,6,1.9760834883340381,0.5843764202340779
cf,4,0.4240828276982329,0.29230419204459834
cf,2,0.3192171463413144,0.25236098653080474
mp,12,N/A,N/A
mp,10,N/A,N/A
mp,8,N/A,N/A
mp,6,N/A,N/A
mp,4,N/A,N/A
mp,2,N/A,N/A
mpi4py,12,2.377614415856024,0.28442100564390765
mpi4py,10,0.8761590444364186,2.1304694982428685
mpi4py,8,7.414229853950688,1.9153574771101751
mpi4py,6,2.0686212812144205,0.16963456630213838
mpi4py,4,0.16654874017985138,0.12121377833721532
mpi4py,2,2.294973563419059,0.05514039196051421
numba,12,N/A,N/A
